
Predictions were generated on 24-Feb-2026 at 21:59:04 using OpenFAST, compiled on Feb 11 2025 at 13:30:00 as a 64-bit application using single precision at commit v4.0.2
 linked with  NWTC Subroutine Library; ElastoDyn; InflowWind; AeroDyn; ServoDyn

Description from the FAST input file: FAST Certification Test #26: NREL 5.0 MW Baseline Wind Turbine (Onshore)

Time	Wind1VelX	Wind1VelY	Wind1VelZ	BldPitch1	BldPitch2	BldPitch3	Azimuth	RotSpeed	NacYaw	GenSpeed	TTDspFA	TTDspSS	TTDspTwst	RotTorq	LSSGagMya	LSSGagMza	YawBrFxp	YawBrFyp	YawBrFzp	YawBrMxp	YawBrMyp	YawBrMzp	TwrBsFxt	TwrBsFyt	TwrBsFzt	TwrBsMxt	TwrBsMyt	TwrBsMzt	RootFxb1	RootFyb1	RootFzb1	RootMxb1	RootMyb1	RootMzb1	TipDxb1	TipDyb1	TipDzb1	RootFxb2	RootFyb2	RootFzb2	RootMxb2	RootMyb2	RootMzb2	TipDxb2	TipDyb2	TipDzb2	RootFxb3	RootFyb3	RootFzb3	RootMxb3	RootMyb3	RootMzb3	TipDxb3	TipDyb3	TipDzb3	GenPwr	GenTq
(s)	(m/s)	(m/s)	(m/s)	(deg)	(deg)	(deg)	(deg)	(rpm)	(deg)	(rpm)	(m)	(m)	(deg)	(kN-m)	(kN-m)	(kN-m)	(kN)	(kN)	(kN)	(kN-m)	(kN-m)	(kN-m)	(kN)	(kN)	(kN)	(kN-m)	(kN-m)	(kN-m)	(kN)	(kN)	(kN)	(kN-m)	(kN-m)	(kN-m)	(m)	(m)	(m)	(kN)	(kN)	(kN)	(kN-m)	(kN-m)	(kN-m)	(m)	(m)	(m)	(kN)	(kN)	(kN)	(kN-m)	(kN-m)	(kN-m)	(m)	(m)	(m)	(kW)	(kN-m)
  242.9000	 4.030E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 1.196E+02	 7.147E+00	 0.000E+00	 6.933E+02	 5.175E-02	 9.180E-04	 0.000E+00	 2.180E+02	 1.220E+03	 2.086E+03	 1.168E+02	 5.133E+00	-3.436E+03	 2.101E+02	-1.035E+03	 1.369E+01	 1.166E+02	 6.561E+00	-6.844E+03	-3.326E+02	 9.290E+03	 1.370E+01	 6.662E+01	-1.525E+02	 2.988E+02	 3.166E+03	 2.278E+03	-2.691E+01	 1.373E+00	-5.057E-01	-2.872E-02	 6.539E+01	 1.470E+02	 3.014E+02	-3.004E+03	 2.245E+03	-1.241E+00	 1.221E+00	 3.058E-01	-2.231E-02	 5.650E+01	-7.738E-01	 4.582E+01	 4.475E+01	 2.130E+03	-1.202E+01	 1.290E+00	-9.441E-02	-2.366E-02	 1.548E+02	 2.258E+00
  243.0000	 4.030E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 1.239E+02	 7.147E+00	 0.000E+00	 6.933E+02	 5.164E-02	 2.051E-04	 0.000E+00	 2.181E+02	 1.374E+03	 1.991E+03	 1.166E+02	 4.020E+00	-3.436E+03	 2.123E+02	-1.039E+03	 1.282E+01	 1.166E+02	 5.199E+00	-6.844E+03	-2.156E+02	 9.278E+03	 1.284E+01	 6.701E+01	-1.457E+02	 3.096E+02	 3.025E+03	 2.283E+03	-2.616E+01	 1.368E+00	-4.869E-01	-2.834E-02	 6.506E+01	 1.532E+02	 2.902E+02	-3.132E+03	 2.239E+03	-8.480E-01	 1.214E+00	 3.231E-01	-2.220E-02	 5.651E+01	-1.377E+01	 4.619E+01	 3.140E+02	 2.130E+03	-1.316E+01	 1.297E+00	-1.300E-01	-2.393E-02	 1.546E+02	 2.256E+00
  243.1000	 4.030E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 1.282E+02	 7.147E+00	 0.000E+00	 6.932E+02	 5.156E-02	-6.230E-04	 0.000E+00	 2.184E+02	 1.517E+03	 1.888E+03	 1.165E+02	 2.730E+00	-3.436E+03	 2.146E+02	-1.042E+03	 7.304E+00	 1.167E+02	 3.609E+00	-6.844E+03	-7.968E+01	 9.272E+03	 7.325E+00	 6.732E+01	-1.381E+02	 3.200E+02	 2.867E+03	 2.285E+03	-2.533E+01	 1.363E+00	-4.660E-01	-2.795E-02	 6.479E+01	 1.584E+02	 2.786E+02	-3.241E+03	 2.236E+03	-5.167E-01	 1.209E+00	 3.377E-01	-2.215E-02	 5.655E+01	-2.670E+01	 4.750E+01	 5.819E+02	 2.130E+03	-1.432E+01	 1.303E+00	-1.653E-01	-2.423E-02	 1.545E+02	 2.254E+00
  243.2000	 4.030E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 1.325E+02	 7.147E+00	 0.000E+00	 6.932E+02	 5.151E-02	-1.532E-03	 0.000E+00	 2.187E+02	 1.652E+03	 1.771E+03	 1.165E+02	 1.312E+00	-3.436E+03	 2.174E+02	-1.042E+03	 4.708E+00	 1.164E+02	 1.883E+00	-6.844E+03	 6.873E+01	 9.259E+03	 4.730E+00	 6.760E+01	-1.296E+02	 3.297E+02	 2.692E+03	 2.287E+03	-2.442E+01	 1.358E+00	-4.430E-01	-2.753E-02	 6.430E+01	 1.628E+02	 2.666E+02	-3.331E+03	 2.230E+03	-2.380E-01	 1.208E+00	 3.496E-01	-2.224E-02	 5.663E+01	-3.950E+01	 4.979E+01	 8.467E+02	 2.131E+03	-1.549E+01	 1.309E+00	-2.003E-01	-2.456E-02	 1.544E+02	 2.253E+00
  243.3000	 4.030E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 1.368E+02	 7.147E+00	 0.000E+00	 6.932E+02	 5.149E-02	-2.483E-03	 0.000E+00	 2.188E+02	 1.779E+03	 1.642E+03	 1.165E+02	-1.863E-01	-3.436E+03	 2.203E+02	-1.041E+03	 3.427E+00	 1.163E+02	 1.059E-01	-6.844E+03	 2.232E+02	 9.252E+03	 3.451E+00	 6.788E+01	-1.205E+02	 3.388E+02	 2.503E+03	 2.289E+03	-2.345E+01	 1.352E+00	-4.179E-01	-2.707E-02	 6.375E+01	 1.662E+02	 2.543E+02	-3.402E+03	 2.223E+03	-2.752E-03	 1.210E+00	 3.587E-01	-2.241E-02	 5.678E+01	-5.208E+01	 5.301E+01	 1.107E+03	 2.133E+03	-1.667E+01	 1.315E+00	-2.346E-01	-2.490E-02	 1.543E+02	 2.252E+00
  243.4000	 4.030E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 1.410E+02	 7.147E+00	 0.000E+00	 6.933E+02	 5.150E-02	-3.439E-03	 0.000E+00	 2.190E+02	 1.892E+03	 1.510E+03	 1.164E+02	-1.693E+00	-3.436E+03	 2.228E+02	-1.041E+03	-3.851E+00	 1.165E+02	-1.695E+00	-6.844E+03	 3.787E+02	 9.258E+03	-3.825E+00	 6.816E+01	-1.107E+02	 3.472E+02	 2.300E+03	 2.291E+03	-2.242E+01	 1.344E+00	-3.909E-01	-2.658E-02	 6.342E+01	 1.687E+02	 2.417E+02	-3.453E+03	 2.223E+03	 1.979E-01	 1.213E+00	 3.652E-01	-2.257E-02	 5.697E+01	-6.439E+01	 5.714E+01	 1.362E+03	 2.136E+03	-1.785E+01	 1.321E+00	-2.682E-01	-2.525E-02	 1.542E+02	 2.251E+00
  243.5000	 4.030E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 1.453E+02	 7.147E+00	 0.000E+00	 6.933E+02	 5.153E-02	-4.360E-03	 0.000E+00	 2.194E+02	 1.991E+03	 1.374E+03	 1.164E+02	-3.131E+00	-3.436E+03	 2.247E+02	-1.040E+03	-1.741E+01	 1.165E+02	-3.477E+00	-6.844E+03	 5.297E+02	 9.264E+03	-1.738E+01	 6.837E+01	-1.002E+02	 3.549E+02	 2.083E+03	 2.292E+03	-2.136E+01	 1.337E+00	-3.623E-01	-2.608E-02	 6.329E+01	 1.702E+02	 2.291E+02	-3.485E+03	 2.228E+03	 3.606E-01	 1.215E+00	 3.692E-01	-2.268E-02	 5.716E+01	-7.636E+01	 6.216E+01	 1.609E+03	 2.139E+03	-1.903E+01	 1.327E+00	-3.009E-01	-2.563E-02	 1.542E+02	 2.250E+00
  243.6000	 4.030E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 1.496E+02	 7.147E+00	 0.000E+00	 6.933E+02	 5.160E-02	-5.209E-03	 0.000E+00	 2.197E+02	 2.079E+03	 1.229E+03	 1.166E+02	-4.456E+00	-3.436E+03	 2.266E+02	-1.035E+03	-2.855E+01	 1.164E+02	-5.105E+00	-6.844E+03	 6.684E+02	 9.267E+03	-2.852E+01	 6.849E+01	-8.920E+01	 3.617E+02	 1.856E+03	 2.290E+03	-2.026E+01	 1.329E+00	-3.322E-01	-2.560E-02	 6.306E+01	 1.707E+02	 2.163E+02	-3.496E+03	 2.230E+03	 4.556E-01	 1.218E+00	 3.706E-01	-2.280E-02	 5.738E+01	-8.789E+01	 6.807E+01	 1.848E+03	 2.142E+03	-2.018E+01	 1.333E+00	-3.324E-01	-2.603E-02	 1.542E+02	 2.250E+00
  243.7000	 4.030E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 1.539E+02	 7.148E+00	 0.000E+00	 6.933E+02	 5.171E-02	-5.952E-03	 0.000E+00	 2.200E+02	 2.159E+03	 1.069E+03	 1.167E+02	-5.623E+00	-3.436E+03	 2.289E+02	-1.029E+03	-3.088E+01	 1.165E+02	-6.475E+00	-6.844E+03	 7.879E+02	 9.282E+03	-3.085E+01	 6.858E+01	-7.772E+01	 3.677E+02	 1.620E+03	 2.288E+03	-1.914E+01	 1.321E+00	-3.009E-01	-2.511E-02	 6.254E+01	 1.703E+02	 2.036E+02	-3.488E+03	 2.224E+03	 4.598E-01	 1.221E+00	 3.694E-01	-2.293E-02	 5.765E+01	-9.894E+01	 7.479E+01	 2.077E+03	 2.146E+03	-2.131E+01	 1.338E+00	-3.626E-01	-2.642E-02	 1.542E+02	 2.250E+00
  243.8000	 4.030E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 1.582E+02	 7.148E+00	 0.000E+00	 6.934E+02	 5.185E-02	-6.559E-03	 0.000E+00	 2.202E+02	 2.229E+03	 8.997E+02	 1.167E+02	-6.570E+00	-3.436E+03	 2.313E+02	-1.023E+03	-2.789E+01	 1.168E+02	-7.574E+00	-6.844E+03	 8.847E+02	 9.308E+03	-2.786E+01	 6.867E+01	-6.584E+01	 3.729E+02	 1.375E+03	 2.287E+03	-1.801E+01	 1.313E+00	-2.686E-01	-2.464E-02	 6.193E+01	 1.689E+02	 1.909E+02	-3.459E+03	 2.215E+03	 3.985E-01	 1.224E+00	 3.656E-01	-2.303E-02	 5.800E+01	-1.094E+02	 8.229E+01	 2.294E+03	 2.151E+03	-2.239E+01	 1.343E+00	-3.912E-01	-2.681E-02	 1.542E+02	 2.250E+00
  243.9000	 4.030E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 1.625E+02	 7.148E+00	 0.000E+00	 6.934E+02	 5.201E-02	-7.007E-03	 0.000E+00	 2.205E+02	 2.286E+03	 7.280E+02	 1.169E+02	-7.254E+00	-3.436E+03	 2.329E+02	-1.018E+03	-2.701E+01	 1.170E+02	-8.406E+00	-6.844E+03	 9.566E+02	 9.331E+03	-2.697E+01	 6.876E+01	-5.361E+01	 3.772E+02	 1.123E+03	 2.287E+03	-1.688E+01	 1.305E+00	-2.354E-01	-2.419E-02	 6.147E+01	 1.665E+02	 1.784E+02	-3.411E+03	 2.209E+03	 2.779E-01	 1.225E+00	 3.593E-01	-2.303E-02	 5.837E+01	-1.193E+02	 9.054E+01	 2.497E+03	 2.157E+03	-2.343E+01	 1.348E+00	-4.180E-01	-2.719E-02	 1.543E+02	 2.251E+00
  244.0000	 4.030E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 1.668E+02	 7.149E+00	 0.000E+00	 6.934E+02	 5.219E-02	-7.279E-03	 0.000E+00	 2.206E+02	 2.328E+03	 5.553E+02	 1.172E+02	-7.659E+00	-3.436E+03	 2.337E+02	-1.012E+03	-2.893E+01	 1.172E+02	-8.924E+00	-6.844E+03	 1.000E+03	 9.355E+03	-2.890E+01	 6.876E+01	-4.110E+01	 3.805E+02	 8.660E+02	 2.285E+03	-1.575E+01	 1.297E+00	-2.015E-01	-2.378E-02	 6.114E+01	 1.632E+02	 1.661E+02	-3.343E+03	 2.205E+03	 9.268E-02	 1.226E+00	 3.506E-01	-2.296E-02	 5.872E+01	-1.285E+02	 9.948E+01	 2.687E+03	 2.162E+03	-2.441E+01	 1.353E+00	-4.430E-01	-2.756E-02	 1.544E+02	 2.253E+00
  244.1000	 4.030E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 1.711E+02	 7.149E+00	 0.000E+00	 6.935E+02	 5.238E-02	-7.363E-03	 0.000E+00	 2.206E+02	 2.356E+03	 3.778E+02	 1.173E+02	-7.778E+00	-3.436E+03	 2.339E+02	-1.004E+03	-2.819E+01	 1.175E+02	-9.074E+00	-6.844E+03	 1.013E+03	 9.385E+03	-2.815E+01	 6.864E+01	-2.837E+01	 3.830E+02	 6.043E+02	 2.281E+03	-1.464E+01	 1.289E+00	-1.671E-01	-2.341E-02	 6.073E+01	 1.589E+02	 1.541E+02	-3.256E+03	 2.199E+03	-1.613E-01	 1.226E+00	 3.392E-01	-2.290E-02	 5.910E+01	-1.370E+02	 1.091E+02	 2.861E+03	 2.167E+03	-2.532E+01	 1.357E+00	-4.659E-01	-2.793E-02	 1.546E+02	 2.255E+00
  244.2000	 4.030E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 1.754E+02	 7.150E+00	 0.000E+00	 6.935E+02	 5.256E-02	-7.256E-03	 0.000E+00	 2.204E+02	 2.369E+03	 1.943E+02	 1.174E+02	-7.603E+00	-3.436E+03	 2.339E+02	-9.951E+02	-2.247E+01	 1.178E+02	-8.843E+00	-6.844E+03	 9.939E+02	 9.413E+03	-2.243E+01	 6.841E+01	-1.550E+01	 3.844E+02	 3.396E+02	 2.273E+03	-1.355E+01	 1.281E+00	-1.322E-01	-2.304E-02	 6.018E+01	 1.538E+02	 1.425E+02	-3.150E+03	 2.190E+03	-4.792E-01	 1.228E+00	 3.254E-01	-2.287E-02	 5.952E+01	-1.447E+02	 1.192E+02	 3.020E+03	 2.173E+03	-2.617E+01	 1.361E+00	-4.868E-01	-2.826E-02	 1.547E+02	 2.257E+00
  244.3000	 4.030E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 1.796E+02	 7.150E+00	 0.000E+00	 6.935E+02	 5.274E-02	-6.964E-03	 0.000E+00	 2.203E+02	 2.364E+03	 9.991E+00	 1.174E+02	-7.142E+00	-3.436E+03	 2.335E+02	-9.819E+02	-1.566E+01	 1.179E+02	-8.254E+00	-6.844E+03	 9.446E+02	 9.436E+03	-1.562E+01	 6.805E+01	-2.562E+00	 3.850E+02	 7.314E+01	 2.261E+03	-1.257E+01	 1.269E+00	-9.682E-02	-2.257E-02	 5.967E+01	 1.478E+02	 1.313E+02	-3.026E+03	 2.181E+03	-8.578E-01	 1.231E+00	 3.091E-01	-2.284E-02	 5.997E+01	-1.516E+02	 1.299E+02	 3.162E+03	 2.180E+03	-2.693E+01	 1.365E+00	-5.055E-01	-2.857E-02	 1.548E+02	 2.259E+00
  244.4000	 4.030E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 1.839E+02	 7.150E+00	 0.000E+00	 6.936E+02	 5.289E-02	-6.502E-03	 0.000E+00	 2.201E+02	 2.334E+03	-1.705E+02	 1.171E+02	-6.412E+00	-3.436E+03	 2.325E+02	-9.593E+02	-9.934E+00	 1.179E+02	-7.356E+00	-6.844E+03	 8.679E+02	 9.451E+03	-9.895E+00	 6.748E+01	 1.038E+01	 3.846E+02	-1.935E+02	 2.240E+03	-1.169E+01	 1.251E+00	-6.099E-02	-2.193E-02	 5.935E+01	 1.409E+02	 1.205E+02	-2.884E+03	 2.176E+03	-1.306E+00	 1.233E+00	 2.906E-01	-2.277E-02	 6.042E+01	-1.577E+02	 1.411E+02	 3.287E+03	 2.187E+03	-2.760E+01	 1.369E+00	-5.220E-01	-2.888E-02	 1.550E+02	 2.261E+00
  244.5000	 4.030E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 1.882E+02	 7.150E+00	 0.000E+00	 6.936E+02	 5.300E-02	-5.889E-03	 0.000E+00	 2.197E+02	 2.280E+03	-3.498E+02	 1.167E+02	-5.440E+00	-3.436E+03	 2.312E+02	-9.259E+02	 7.749E-01	 1.175E+02	-6.185E+00	-6.844E+03	 7.671E+02	 9.448E+03	 8.140E-01	 6.655E+01	 2.325E+01	 3.832E+02	-4.591E+02	 2.208E+03	-1.077E+01	 1.231E+00	-2.511E-02	-2.124E-02	 5.911E+01	 1.333E+02	 1.103E+02	-2.727E+03	 2.173E+03	-1.828E+00	 1.234E+00	 2.701E-01	-2.266E-02	 6.089E+01	-1.629E+02	 1.526E+02	 3.394E+03	 2.195E+03	-2.818E+01	 1.374E+00	-5.363E-01	-2.920E-02	 1.551E+02	 2.263E+00
  244.6000	 4.030E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 1.925E+02	 7.150E+00	 0.000E+00	 6.936E+02	 5.307E-02	-5.154E-03	 0.000E+00	 2.190E+02	 2.213E+03	-5.334E+02	 1.166E+02	-4.276E+00	-3.436E+03	 2.301E+02	-8.955E+02	 2.253E+01	 1.165E+02	-4.755E+00	-6.844E+03	 6.456E+02	 9.427E+03	 2.257E+01	 6.554E+01	 3.599E+01	 3.809E+02	-7.215E+02	 2.176E+03	-9.792E+00	 1.213E+00	 1.018E-02	-2.069E-02	 5.875E+01	 1.249E+02	 1.007E+02	-2.554E+03	 2.166E+03	-2.414E+00	 1.236E+00	 2.475E-01	-2.258E-02	 6.148E+01	-1.672E+02	 1.645E+02	 3.483E+03	 2.206E+03	-2.868E+01	 1.379E+00	-5.483E-01	-2.950E-02	 1.553E+02	 2.264E+00
  244.7000	 4.030E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 1.968E+02	 7.150E+00	 0.000E+00	 6.935E+02	 5.309E-02	-4.329E-03	 0.000E+00	 2.187E+02	 2.155E+03	-7.198E+02	 1.166E+02	-2.968E+00	-3.436E+03	 2.295E+02	-8.904E+02	 4.777E+01	 1.162E+02	-3.121E+00	-6.844E+03	 5.085E+02	 9.418E+03	 4.781E+01	 6.514E+01	 4.846E+01	 3.777E+02	-9.785E+02	 2.164E+03	-8.814E+00	 1.201E+00	 4.438E-02	-2.033E-02	 5.825E+01	 1.158E+02	 9.171E+01	-2.367E+03	 2.156E+03	-3.043E+00	 1.238E+00	 2.231E-01	-2.253E-02	 6.216E+01	-1.706E+02	 1.766E+02	 3.553E+03	 2.220E+03	-2.909E+01	 1.384E+00	-5.576E-01	-2.977E-02	 1.553E+02	 2.266E+00
  244.8000	 4.030E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 2.011E+02	 7.150E+00	 0.000E+00	 6.935E+02	 5.304E-02	-3.450E-03	 0.000E+00	 2.190E+02	 2.114E+03	-9.003E+02	 1.168E+02	-1.575E+00	-3.436E+03	 2.282E+02	-9.164E+02	 6.086E+01	 1.171E+02	-1.403E+00	-6.844E+03	 3.634E+02	 9.440E+03	 6.090E+01	 6.564E+01	 6.059E+01	 3.737E+02	-1.228E+03	 2.179E+03	-7.863E+00	 1.196E+00	 7.718E-02	-2.020E-02	 5.779E+01	 1.062E+02	 8.338E+01	-2.167E+03	 2.147E+03	-3.714E+00	 1.241E+00	 1.969E-01	-2.250E-02	 6.281E+01	-1.731E+02	 1.890E+02	 3.603E+03	 2.233E+03	-2.939E+01	 1.388E+00	-5.643E-01	-3.000E-02	 1.554E+02	 2.267E+00
  244.9000	 4.030E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 2.054E+02	 7.150E+00	 0.000E+00	 6.935E+02	 5.294E-02	-2.550E-03	 0.000E+00	 2.193E+02	 2.077E+03	-1.069E+03	 1.171E+02	-1.425E-01	-3.436E+03	 2.254E+02	-9.550E+02	 5.672E+01	 1.181E+02	 2.632E-01	-6.844E+03	 2.179E+02	 9.461E+03	 5.675E+01	 6.651E+01	 7.234E+01	 3.687E+02	-1.469E+03	 2.210E+03	-6.941E+00	 1.199E+00	 1.083E-01	-2.034E-02	 5.749E+01	 9.589E+01	 7.579E+01	-1.955E+03	 2.142E+03	-4.428E+00	 1.245E+00	 1.691E-01	-2.249E-02	 6.330E+01	-1.746E+02	 2.015E+02	 3.632E+03	 2.242E+03	-2.958E+01	 1.392E+00	-5.684E-01	-3.018E-02	 1.554E+02	 2.267E+00
  245.0000	 4.030E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 2.097E+02	 7.149E+00	 0.000E+00	 6.935E+02	 5.281E-02	-1.663E-03	 0.000E+00	 2.193E+02	 2.025E+03	-1.227E+03	 1.176E+02	 1.267E+00	-3.436E+03	 2.216E+02	-9.859E+02	 4.485E+01	 1.182E+02	 1.848E+00	-6.844E+03	 7.644E+01	 9.450E+03	 4.488E+01	 6.708E+01	 8.368E+01	 3.628E+02	-1.701E+03	 2.237E+03	-6.048E+00	 1.209E+00	 1.377E-01	-2.079E-02	 5.727E+01	 8.507E+01	 6.901E+01	-1.732E+03	 2.139E+03	-5.196E+00	 1.249E+00	 1.399E-01	-2.250E-02	 6.371E+01	-1.751E+02	 2.141E+02	 3.642E+03	 2.248E+03	-2.964E+01	 1.394E+00	-5.696E-01	-3.026E-02	 1.554E+02	 2.267E+00
  245.1000	 4.030E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 2.140E+02	 7.149E+00	 0.000E+00	 6.935E+02	 5.266E-02	-8.214E-04	 0.000E+00	 2.189E+02	 1.952E+03	-1.378E+03	 1.178E+02	 2.567E+00	-3.436E+03	 2.178E+02	-1.007E+03	 3.426E+01	 1.179E+02	 3.399E+00	-6.844E+03	-5.894E+01	 9.428E+03	 3.429E+01	 6.721E+01	 9.455E+01	 3.561E+02	-1.924E+03	 2.254E+03	-5.174E+00	 1.222E+00	 1.655E-01	-2.140E-02	 5.706E+01	 7.376E+01	 6.304E+01	-1.499E+03	 2.136E+03	-6.018E+00	 1.254E+00	 1.093E-01	-2.257E-02	 6.414E+01	-1.747E+02	 2.267E+02	 3.631E+03	 2.253E+03	-2.958E+01	 1.393E+00	-5.681E-01	-3.023E-02	 1.554E+02	 2.268E+00
  245.2000	 4.030E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 2.183E+02	 7.149E+00	 0.000E+00	 6.935E+02	 5.249E-02	-5.537E-05	 0.000E+00	 2.187E+02	 1.865E+03	-1.523E+03	 1.178E+02	 3.733E+00	-3.436E+03	 2.144E+02	-1.026E+03	 2.344E+01	 1.181E+02	 4.835E+00	-6.844E+03	-1.827E+02	 9.416E+03	 2.347E+01	 6.730E+01	 1.049E+02	 3.487E+02	-2.136E+03	 2.268E+03	-4.333E+00	 1.232E+00	 1.922E-01	-2.191E-02	 5.685E+01	 6.202E+01	 5.791E+01	-1.257E+03	 2.133E+03	-6.893E+00	 1.260E+00	 7.737E-02	-2.269E-02	 6.463E+01	-1.733E+02	 2.393E+02	 3.600E+03	 2.259E+03	-2.938E+01	 1.391E+00	-5.638E-01	-3.008E-02	 1.554E+02	 2.267E+00
  245.3000	 4.030E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 2.225E+02	 7.149E+00	 0.000E+00	 6.934E+02	 5.231E-02	 6.062E-04	 0.000E+00	 2.189E+02	 1.768E+03	-1.659E+03	 1.178E+02	 4.756E+00	-3.436E+03	 2.114E+02	-1.042E+03	 8.813E+00	 1.182E+02	 6.030E+00	-6.844E+03	-2.882E+02	 9.399E+03	 8.837E+00	 6.749E+01	 1.147E+02	 3.405E+02	-2.336E+03	 2.282E+03	-3.541E+00	 1.236E+00	 2.178E-01	-2.219E-02	 5.668E+01	 4.990E+01	 5.365E+01	-1.006E+03	 2.131E+03	-7.824E+00	 1.266E+00	 4.428E-02	-2.284E-02	 6.507E+01	-1.709E+02	 2.518E+02	 3.550E+03	 2.264E+03	-2.906E+01	 1.388E+00	-5.569E-01	-2.987E-02	 1.554E+02	 2.267E+00
  245.4000	 4.030E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 2.268E+02	 7.149E+00	 0.000E+00	 6.934E+02	 5.214E-02	 1.138E-03	 0.000E+00	 2.192E+02	 1.654E+03	-1.783E+03	 1.177E+02	 5.575E+00	-3.436E+03	 2.089E+02	-1.049E+03	-3.988E+00	 1.179E+02	 6.982E+00	-6.844E+03	-3.725E+02	 9.372E+03	-3.966E+00	 6.748E+01	 1.238E+02	 3.316E+02	-2.524E+03	 2.288E+03	-2.830E+00	 1.236E+00	 2.424E-01	-2.230E-02	 5.659E+01	 3.747E+01	 5.030E+01	-7.481E+02	 2.131E+03	-8.810E+00	 1.272E+00	 1.026E-02	-2.301E-02	 6.543E+01	-1.676E+02	 2.640E+02	 3.481E+03	 2.266E+03	-2.866E+01	 1.385E+00	-5.476E-01	-2.963E-02	 1.553E+02	 2.266E+00
  245.5000	 4.030E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 2.311E+02	 7.149E+00	 0.000E+00	 6.934E+02	 5.199E-02	 1.519E-03	 0.000E+00	 2.190E+02	 1.514E+03	-1.897E+03	 1.174E+02	 6.142E+00	-3.436E+03	 2.075E+02	-1.045E+03	-5.357E+00	 1.175E+02	 7.703E+00	-6.844E+03	-4.339E+02	 9.343E+03	-5.336E+00	 6.693E+01	 1.323E+02	 3.220E+02	-2.700E+03	 2.279E+03	-2.216E+00	 1.232E+00	 2.654E-01	-2.236E-02	 5.654E+01	 2.478E+01	 4.787E+01	-4.851E+02	 2.130E+03	-9.842E+00	 1.278E+00	-2.447E-02	-2.320E-02	 6.576E+01	-1.634E+02	 2.760E+02	 3.393E+03	 2.268E+03	-2.816E+01	 1.381E+00	-5.358E-01	-2.936E-02	 1.553E+02	 2.265E+00
  245.6000	 4.030E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 2.354E+02	 7.148E+00	 0.000E+00	 6.934E+02	 5.186E-02	 1.732E-03	 0.000E+00	 2.185E+02	 1.356E+03	-2.003E+03	 1.170E+02	 6.448E+00	-3.436E+03	 2.072E+02	-1.038E+03	 3.775E+00	 1.170E+02	 8.132E+00	-6.844E+03	-4.688E+02	 9.314E+03	 3.795E+00	 6.607E+01	 1.401E+02	 3.119E+02	-2.861E+03	 2.260E+03	-1.691E+00	 1.227E+00	 2.867E-01	-2.239E-02	 5.651E+01	 1.194E+01	 4.637E+01	-2.187E+02	 2.130E+03	-1.092E+01	 1.284E+00	-5.964E-02	-2.342E-02	 6.615E+01	-1.584E+02	 2.877E+02	 3.287E+03	 2.272E+03	-2.757E+01	 1.377E+00	-5.217E-01	-2.904E-02	 1.552E+02	 2.265E+00
