
Predictions were generated on 24-Feb-2026 at 22:01:18 using OpenFAST, compiled on Feb 11 2025 at 13:30:00 as a 64-bit application using single precision at commit v4.0.2
 linked with  NWTC Subroutine Library; ElastoDyn; InflowWind; AeroDyn; ServoDyn

Description from the FAST input file: FAST Certification Test #26: NREL 5.0 MW Baseline Wind Turbine (Onshore)

Time	Wind1VelX	Wind1VelY	Wind1VelZ	BldPitch1	BldPitch2	BldPitch3	Azimuth	RotSpeed	NacYaw	GenSpeed	TTDspFA	TTDspSS	TTDspTwst	RotTorq	LSSGagMya	LSSGagMza	YawBrFxp	YawBrFyp	YawBrFzp	YawBrMxp	YawBrMyp	YawBrMzp	TwrBsFxt	TwrBsFyt	TwrBsFzt	TwrBsMxt	TwrBsMyt	TwrBsMzt	RootFxb1	RootFyb1	RootFzb1	RootMxb1	RootMyb1	RootMzb1	TipDxb1	TipDyb1	TipDzb1	RootFxb2	RootFyb2	RootFzb2	RootMxb2	RootMyb2	RootMzb2	TipDxb2	TipDyb2	TipDzb2	RootFxb3	RootFyb3	RootFzb3	RootMxb3	RootMyb3	RootMzb3	TipDxb3	TipDyb3	TipDzb3	GenPwr	GenTq
   35.3000	 4.470E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 2.358E+02	 7.260E+00	 5.000E+00	 7.042E+02	 6.668E-02	-2.252E-02	 0.000E+00	 3.293E+02	 1.343E+03	-1.970E+03	 1.421E+02	-2.783E+01	-3.434E+03	 4.885E+02	-9.092E+02	-9.408E+00	 1.428E+02	-3.313E+01	-6.842E+03	 3.316E+03	 1.171E+04	-9.290E+00	 7.402E+01	 1.431E+02	 3.162E+02	-2.948E+03	 2.572E+03	 1.676E+00	 1.409E+00	 2.884E-01	-2.916E-02	 6.414E+01	 9.409E-01	 5.358E+01	 1.527E+02	 2.424E+03	-1.120E+01	 1.462E+00	-1.344E-01	-3.034E-02	 7.235E+01	-1.534E+02	 2.967E+02	 3.109E+03	 2.495E+03	-2.632E+01	 1.489E+00	-4.985E-01	-3.321E-02	 2.295E+02	 3.296E+00
   35.4000	 4.470E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 2.401E+02	 7.262E+00	 5.000E+00	 7.044E+02	 6.491E-02	-2.565E-02	 0.000E+00	 3.301E+02	 1.163E+03	-2.052E+03	 1.391E+02	-3.274E+01	-3.436E+03	 4.984E+02	-8.944E+02	 6.477E+00	 1.386E+02	-3.890E+01	-6.844E+03	 3.818E+03	 1.139E+04	 6.604E+00	 7.292E+01	 1.496E+02	 3.054E+02	-3.074E+03	 2.547E+03	 2.138E+00	 1.402E+00	 3.045E-01	-2.905E-02	 6.436E+01	-1.233E+01	 5.216E+01	 4.255E+02	 2.434E+03	-1.246E+01	 1.472E+00	-1.708E-01	-3.083E-02	 7.254E+01	-1.467E+02	 3.090E+02	 2.964E+03	 2.492E+03	-2.551E+01	 1.481E+00	-4.780E-01	-3.266E-02	 2.297E+02	 3.298E+00
   35.5000	 4.470E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 2.445E+02	 7.264E+00	 5.000E+00	 7.046E+02	 6.314E-02	-2.789E-02	 0.000E+00	 3.318E+02	 1.005E+03	-2.115E+03	 1.360E+02	-3.561E+01	-3.438E+03	 5.024E+02	-8.904E+02	-1.862E+01	 1.350E+02	-4.369E+01	-6.846E+03	 4.197E+03	 1.109E+04	-1.848E+01	 7.229E+01	 1.545E+02	 2.939E+02	-3.152E+03	 2.534E+03	 2.349E+00	 1.395E+00	 3.128E-01	-2.884E-02	 6.450E+01	-2.275E+01	 5.200E+01	 5.843E+02	 2.443E+03	-1.279E+01	 1.481E+00	-1.866E-01	-3.123E-02	 7.263E+01	-1.412E+02	 3.208E+02	 2.884E+03	 2.486E+03	-2.538E+01	 1.472E+00	-4.702E-01	-3.220E-02	 2.301E+02	 3.303E+00
   35.6000	 4.470E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 2.488E+02	 7.266E+00	 5.000E+00	 7.048E+02	 6.146E-02	-2.906E-02	 0.000E+00	 3.342E+02	 8.650E+02	-2.167E+03	 1.329E+02	-3.644E+01	-3.439E+03	 5.013E+02	-8.930E+02	-7.111E+01	 1.322E+02	-4.682E+01	-6.847E+03	 4.411E+03	 1.082E+04	-7.097E+01	 7.197E+01	 1.582E+02	 2.816E+02	-3.201E+03	 2.532E+03	 2.475E+00	 1.392E+00	 3.167E-01	-2.876E-02	 6.443E+01	-3.158E+01	 5.347E+01	 6.815E+02	 2.445E+03	-1.263E+01	 1.486E+00	-1.909E-01	-3.142E-02	 7.265E+01	-1.362E+02	 3.316E+02	 2.838E+03	 2.476E+03	-2.562E+01	 1.463E+00	-4.695E-01	-3.184E-02	 2.306E+02	 3.310E+00
   35.7000	 4.470E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 2.532E+02	 7.269E+00	 5.000E+00	 7.051E+02	 5.992E-02	-2.895E-02	 0.000E+00	 3.365E+02	 7.270E+02	-2.218E+03	 1.304E+02	-3.534E+01	-3.439E+03	 4.966E+02	-8.968E+02	-1.230E+02	 1.291E+02	-4.744E+01	-6.846E+03	 4.413E+03	 1.055E+04	-1.228E+02	 7.165E+01	 1.613E+02	 2.689E+02	-3.246E+03	 2.534E+03	 2.684E+00	 1.396E+00	 3.203E-01	-2.897E-02	 6.417E+01	-4.068E+01	 5.666E+01	 7.946E+02	 2.436E+03	-1.266E+01	 1.484E+00	-1.978E-01	-3.138E-02	 7.271E+01	-1.303E+02	 3.411E+02	 2.772E+03	 2.470E+03	-2.572E+01	 1.456E+00	-4.662E-01	-3.152E-02	 2.314E+02	 3.319E+00
   35.8000	 4.470E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 2.576E+02	 7.272E+00	 5.000E+00	 7.053E+02	 5.858E-02	-2.742E-02	 0.000E+00	 3.376E+02	 5.819E+02	-2.273E+03	 1.285E+02	-3.253E+01	-3.437E+03	 4.899E+02	-9.058E+02	-1.550E+02	 1.261E+02	-4.483E+01	-6.845E+03	 4.167E+03	 1.032E+04	-1.549E+02	 7.134E+01	 1.642E+02	 2.561E+02	-3.304E+03	 2.539E+03	 3.078E+00	 1.406E+00	 3.269E-01	-2.943E-02	 6.379E+01	-5.164E+01	 6.124E+01	 9.907E+02	 2.418E+03	-1.346E+01	 1.477E+00	-2.195E-01	-3.118E-02	 7.293E+01	-1.223E+02	 3.494E+02	 2.635E+03	 2.471E+03	-2.520E+01	 1.451E+00	-4.510E-01	-3.116E-02	 2.323E+02	 3.331E+00
   35.9000	 4.470E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 2.619E+02	 7.274E+00	 5.000E+00	 7.056E+02	 5.747E-02	-2.447E-02	 0.000E+00	 3.372E+02	 4.291E+02	-2.328E+03	 1.269E+02	-2.818E+01	-3.436E+03	 4.818E+02	-9.258E+02	-1.647E+02	 1.245E+02	-3.885E+01	-6.843E+03	 3.671E+03	 1.015E+04	-1.646E+02	 7.126E+01	 1.670E+02	 2.434E+02	-3.377E+03	 2.551E+03	 3.643E+00	 1.416E+00	 3.370E-01	-2.992E-02	 6.335E+01	-6.509E+01	 6.662E+01	 1.295E+03	 2.395E+03	-1.524E+01	 1.469E+00	-2.610E-01	-3.100E-02	 7.328E+01	-1.117E+02	 3.567E+02	 2.403E+03	 2.478E+03	-2.387E+01	 1.446E+00	-4.194E-01	-3.069E-02	 2.333E+02	 3.345E+00
   36.0000	 4.470E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 2.663E+02	 7.276E+00	 5.000E+00	 7.058E+02	 5.664E-02	-2.029E-02	 0.000E+00	 3.354E+02	 2.666E+02	-2.377E+03	 1.258E+02	-2.241E+01	-3.436E+03	 4.719E+02	-9.526E+02	-1.565E+02	 1.237E+02	-3.003E+01	-6.844E+03	 2.958E+03	 1.003E+04	-1.564E+02	 7.133E+01	 1.694E+02	 2.310E+02	-3.450E+03	 2.565E+03	 4.264E+00	 1.423E+00	 3.486E-01	-3.031E-02	 6.297E+01	-8.033E+01	 7.233E+01	 1.681E+03	 2.372E+03	-1.779E+01	 1.463E+00	-3.178E-01	-3.104E-02	 7.367E+01	-9.878E+01	 3.634E+02	 2.089E+03	 2.487E+03	-2.187E+01	 1.441E+00	-3.736E-01	-3.015E-02	 2.344E+02	 3.360E+00
   36.1000	 4.470E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 2.707E+02	 7.278E+00	 5.000E+00	 7.059E+02	 5.615E-02	-1.517E-02	 0.000E+00	 3.330E+02	 8.846E+01	-2.407E+03	 1.255E+02	-1.528E+01	-3.438E+03	 4.598E+02	-9.750E+02	-1.349E+02	 1.230E+02	-1.941E+01	-6.845E+03	 2.093E+03	 9.960E+03	-1.348E+02	 7.115E+01	 1.709E+02	 2.189E+02	-3.502E+03	 2.570E+03	 4.730E+00	 1.427E+00	 3.575E-01	-3.055E-02	 6.284E+01	-9.566E+01	 7.814E+01	 2.080E+03	 2.357E+03	-2.054E+01	 1.461E+00	-3.779E-01	-3.134E-02	 7.400E+01	-8.477E+01	 3.698E+02	 1.740E+03	 2.496E+03	-1.967E+01	 1.436E+00	-3.218E-01	-2.959E-02	 2.355E+02	 3.375E+00
   36.2000	 4.470E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 2.750E+02	 7.278E+00	 5.000E+00	 7.060E+02	 5.600E-02	-9.486E-03	 0.000E+00	 3.310E+02	-1.043E+02	-2.406E+03	 1.254E+02	-6.957E+00	-3.440E+03	 4.451E+02	-9.845E+02	-1.085E+02	 1.229E+02	-8.048E+00	-6.848E+03	 1.148E+03	 9.944E+03	-1.084E+02	 7.049E+01	 1.708E+02	 2.068E+02	-3.512E+03	 2.559E+03	 4.893E+00	 1.428E+00	 3.599E-01	-3.067E-02	 6.312E+01	-1.092E+02	 8.413E+01	 2.414E+03	 2.356E+03	-2.280E+01	 1.463E+00	-4.274E-01	-3.178E-02	 7.420E+01	-7.109E+01	 3.758E+02	 1.413E+03	 2.500E+03	-1.776E+01	 1.429E+00	-2.743E-01	-2.907E-02	 2.366E+02	 3.390E+00
   36.3000	 4.470E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 2.794E+02	 7.279E+00	 5.000E+00	 7.060E+02	 5.620E-02	-3.566E-03	 0.000E+00	 3.300E+02	-2.975E+02	-2.375E+03	 1.254E+02	 2.277E+00	-3.442E+03	 4.268E+02	-9.760E+02	-9.321E+01	 1.236E+02	 3.158E+00	-6.850E+03	 1.834E+02	 9.986E+03	-9.313E+01	 6.959E+01	 1.689E+02	 1.947E+02	-3.469E+03	 2.540E+03	 4.734E+00	 1.428E+00	 3.539E-01	-3.064E-02	 6.373E+01	-1.195E+02	 9.069E+01	 2.632E+03	 2.367E+03	-2.409E+01	 1.468E+00	-4.567E-01	-3.217E-02	 7.429E+01	-5.883E+01	 3.814E+02	 1.152E+03	 2.499E+03	-1.648E+01	 1.422E+00	-2.386E-01	-2.861E-02	 2.375E+02	 3.403E+00
   36.4000	 4.470E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 2.838E+02	 7.279E+00	 5.000E+00	 7.060E+02	 5.673E-02	 2.351E-03	 0.000E+00	 3.298E+02	-4.731E+02	-2.321E+03	 1.258E+02	 1.202E+01	-3.442E+03	 4.045E+02	-9.482E+02	-1.026E+02	 1.240E+02	 1.370E+01	-6.849E+03	-7.600E+02	 1.006E+04	-1.025E+02	 6.889E+01	 1.653E+02	 1.825E+02	-3.377E+03	 2.524E+03	 4.328E+00	 1.426E+00	 3.403E-01	-3.046E-02	 6.441E+01	-1.265E+02	 9.830E+01	 2.727E+03	 2.382E+03	-2.433E+01	 1.472E+00	-4.647E-01	-3.240E-02	 7.428E+01	-4.823E+01	 3.860E+02	 9.639E+02	 2.495E+03	-1.587E+01	 1.414E+00	-2.167E-01	-2.824E-02	 2.383E+02	 3.414E+00
   36.5000	 4.470E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 2.881E+02	 7.278E+00	 5.000E+00	 7.060E+02	 5.756E-02	 8.118E-03	 0.000E+00	 3.296E+02	-6.258E+02	-2.254E+03	 1.268E+02	 2.176E+01	-3.439E+03	 3.791E+02	-9.068E+02	-1.336E+02	 1.245E+02	 2.359E+01	-6.846E+03	-1.667E+03	 1.016E+04	-1.335E+02	 6.853E+01	 1.604E+02	 1.703E+02	-3.254E+03	 2.516E+03	 3.800E+00	 1.424E+00	 3.221E-01	-3.025E-02	 6.491E+01	-1.313E+02	 1.072E+02	 2.745E+03	 2.392E+03	-2.393E+01	 1.475E+00	-4.592E-01	-3.242E-02	 7.419E+01	-3.864E+01	 3.893E+02	 8.224E+02	 2.489E+03	-1.565E+01	 1.409E+00	-2.036E-01	-2.798E-02	 2.389E+02	 3.423E+00
   36.6000	 4.470E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 2.925E+02	 7.277E+00	 5.000E+00	 7.059E+02	 5.866E-02	 1.363E-02	 0.000E+00	 3.286E+02	-7.652E+02	-2.183E+03	 1.279E+02	 3.089E+01	-3.434E+03	 3.538E+02	-8.642E+02	-1.678E+02	 1.259E+02	 3.316E+01	-6.842E+03	-2.537E+03	 1.032E+04	-1.678E+02	 6.832E+01	 1.549E+02	 1.582E+02	-3.121E+03	 2.515E+03	 3.283E+00	 1.426E+00	 3.030E-01	-3.015E-02	 6.519E+01	-1.355E+02	 1.174E+02	 2.758E+03	 2.393E+03	-2.353E+01	 1.473E+00	-4.530E-01	-3.228E-02	 7.405E+01	-2.886E+01	 3.912E+02	 6.764E+02	 2.484E+03	-1.537E+01	 1.405E+00	-1.901E-01	-2.780E-02	 2.393E+02	 3.430E+00
   36.7000	 4.470E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 2.969E+02	 7.276E+00	 5.000E+00	 7.058E+02	 5.999E-02	 1.878E-02	 0.000E+00	 3.266E+02	-9.039E+02	-2.110E+03	 1.296E+02	 3.896E+01	-3.431E+03	 3.319E+02	-8.322E+02	-1.882E+02	 1.280E+02	 4.258E+01	-6.839E+03	-3.363E+03	 1.053E+04	-1.882E+02	 6.811E+01	 1.492E+02	 1.465E+02	-2.998E+03	 2.514E+03	 2.879E+00	 1.430E+00	 2.861E-01	-3.020E-02	 6.534E+01	-1.410E+02	 1.285E+02	 2.833E+03	 2.387E+03	-2.376E+01	 1.467E+00	-4.584E-01	-3.211E-02	 7.388E+01	-1.766E+01	 3.918E+02	 4.761E+02	 2.479E+03	-1.468E+01	 1.401E+00	-1.672E-01	-2.762E-02	 2.397E+02	 3.435E+00
   36.8000	 4.470E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 3.012E+02	 7.275E+00	 5.000E+00	 7.057E+02	 6.149E-02	 2.339E-02	 0.000E+00	 3.240E+02	-1.045E+03	-2.032E+03	 1.318E+02	 4.571E+01	-3.431E+03	 3.151E+02	-8.156E+02	-1.907E+02	 1.306E+02	 5.150E+01	-6.838E+03	-4.116E+03	 1.078E+04	-1.907E+02	 6.796E+01	 1.435E+02	 1.353E+02	-2.890E+03	 2.515E+03	 2.599E+00	 1.435E+00	 2.726E-01	-3.032E-02	 6.546E+01	-1.485E+02	 1.401E+02	 3.003E+03	 2.376E+03	-2.491E+01	 1.461E+00	-4.814E-01	-3.205E-02	 7.368E+01	-4.437E+00	 3.914E+02	 1.956E+02	 2.473E+03	-1.345E+01	 1.393E+00	-1.296E-01	-2.724E-02	 2.398E+02	 3.437E+00
   36.9000	 4.470E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 3.056E+02	 7.273E+00	 5.000E+00	 7.055E+02	 6.309E-02	 2.722E-02	 0.000E+00	 3.214E+02	-1.187E+03	-1.939E+03	 1.341E+02	 5.097E+01	-3.434E+03	 3.034E+02	-8.090E+02	-1.775E+02	 1.341E+02	 5.925E+01	-6.841E+03	-4.751E+03	 1.106E+04	-1.775E+02	 6.792E+01	 1.377E+02	 1.247E+02	-2.789E+03	 2.518E+03	 2.353E+00	 1.438E+00	 2.614E-01	-3.033E-02	 6.563E+01	-1.575E+02	 1.517E+02	 3.251E+03	 2.366E+03	-2.681E+01	 1.458E+00	-5.193E-01	-3.228E-02	 7.326E+01	 1.058E+01	 3.903E+02	-1.554E+02	 2.458E+03	-1.171E+01	 1.378E+00	-7.900E-02	-2.661E-02	 2.397E+02	 3.437E+00
   37.0000	 4.470E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 3.100E+02	 7.270E+00	 5.000E+00	 7.052E+02	 6.470E-02	 3.001E-02	 0.000E+00	 3.188E+02	-1.331E+03	-1.820E+03	 1.364E+02	 5.469E+01	-3.439E+03	 2.963E+02	-8.034E+02	-1.477E+02	 1.377E+02	 6.499E+01	-6.846E+03	-5.215E+03	 1.135E+04	-1.478E+02	 6.780E+01	 1.312E+02	 1.147E+02	-2.678E+03	 2.515E+03	 2.034E+00	 1.437E+00	 2.493E-01	-3.019E-02	 6.605E+01	-1.667E+02	 1.633E+02	 3.517E+03	 2.366E+03	-2.897E+01	 1.460E+00	-5.620E-01	-3.281E-02	 7.247E+01	 2.637E+01	 3.887E+02	-5.359E+02	 2.433E+03	-9.708E+00	 1.361E+00	-2.284E-02	-2.596E-02	 2.394E+02	 3.433E+00
   37.1000	 4.470E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 3.143E+02	 7.268E+00	 5.000E+00	 7.050E+02	 6.624E-02	 3.155E-02	 0.000E+00	 3.170E+02	-1.484E+03	-1.680E+03	 1.391E+02	 5.684E+01	-3.444E+03	 2.945E+02	-8.018E+02	-1.040E+02	 1.404E+02	 6.807E+01	-6.851E+03	-5.467E+03	 1.160E+04	-1.041E+02	 6.738E+01	 1.234E+02	 1.053E+02	-2.535E+03	 2.502E+03	 1.514E+00	 1.434E+00	 2.328E-01	-2.996E-02	 6.689E+01	-1.741E+02	 1.747E+02	 3.729E+03	 2.381E+03	-3.076E+01	 1.468E+00	-5.962E-01	-3.349E-02	 7.176E+01	 4.153E+01	 3.865E+02	-8.914E+02	 2.411E+03	-7.875E+00	 1.346E+00	 2.883E-02	-2.548E-02	 2.388E+02	 3.427E+00
   37.2000	 4.470E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 3.187E+02	 7.265E+00	 5.000E+00	 7.047E+02	 6.760E-02	 3.175E-02	 0.000E+00	 3.166E+02	-1.646E+03	-1.535E+03	 1.416E+02	 5.731E+01	-3.446E+03	 2.982E+02	-8.133E+02	-6.235E+01	 1.432E+02	 6.830E+01	-6.854E+03	-5.491E+03	 1.183E+04	-6.241E+01	 6.668E+01	 1.142E+02	 9.660E+01	-2.348E+03	 2.482E+03	 7.316E-01	 1.430E+00	 2.091E-01	-2.970E-02	 6.802E+01	-1.782E+02	 1.863E+02	 3.828E+03	 2.409E+03	-3.161E+01	 1.479E+00	-6.118E-01	-3.409E-02	 7.181E+01	 5.488E+01	 3.837E+02	-1.179E+03	 2.412E+03	-6.547E+00	 1.337E+00	 6.818E-02	-2.521E-02	 2.380E+02	 3.417E+00
   37.3000	 4.470E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 3.230E+02	 7.262E+00	 5.000E+00	 7.044E+02	 6.871E-02	 3.061E-02	 0.000E+00	 3.173E+02	-1.798E+03	-1.395E+03	 1.434E+02	 5.592E+01	-3.444E+03	 3.052E+02	-8.306E+02	-4.066E+01	 1.466E+02	 6.584E+01	-6.852E+03	-5.293E+03	 1.206E+04	-4.072E+01	 6.600E+01	 1.034E+02	 8.840E+01	-2.114E+03	 2.463E+03	-3.043E-01	 1.428E+00	 1.779E-01	-2.946E-02	 6.913E+01	-1.786E+02	 1.983E+02	 3.801E+03	 2.439E+03	-3.133E+01	 1.490E+00	-6.057E-01	-3.446E-02	 7.264E+01	 6.607E+01	 3.798E+02	-1.385E+03	 2.438E+03	-5.782E+00	 1.336E+00	 9.273E-02	-2.521E-02	 2.371E+02	 3.405E+00
   37.4000	 4.470E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 3.274E+02	 7.260E+00	 5.000E+00	 7.042E+02	 6.955E-02	 2.826E-02	 0.000E+00	 3.181E+02	-1.922E+03	-1.257E+03	 1.449E+02	 5.261E+01	-3.439E+03	 3.128E+02	-8.332E+02	-4.094E+01	 1.484E+02	 6.095E+01	-6.847E+03	-4.892E+03	 1.220E+04	-4.100E+01	 6.558E+01	 9.140E+01	 8.086E+01	-1.847E+03	 2.452E+03	-1.521E+00	 1.428E+00	 1.411E-01	-2.930E-02	 6.992E+01	-1.761E+02	 2.111E+02	 3.680E+03	 2.462E+03	-3.022E+01	 1.499E+00	-5.836E-01	-3.454E-02	 7.359E+01	 7.557E+01	 3.746E+02	-1.531E+03	 2.472E+03	-5.384E+00	 1.346E+00	 1.062E-01	-2.556E-02	 2.361E+02	 3.391E+00
   37.5000	 4.470E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 3.317E+02	 7.258E+00	 5.000E+00	 7.040E+02	 7.011E-02	 2.485E-02	 0.000E+00	 3.186E+02	-2.016E+03	-1.114E+03	 1.462E+02	 4.744E+01	-3.433E+03	 3.212E+02	-8.169E+02	-5.110E+01	 1.482E+02	 5.414E+01	-6.841E+03	-4.323E+03	 1.226E+04	-5.116E+01	 6.547E+01	 7.875E+01	 7.404E+01	-1.565E+03	 2.450E+03	-2.798E+00	 1.432E+00	 1.021E-01	-2.931E-02	 7.038E+01	-1.724E+02	 2.245E+02	 3.530E+03	 2.473E+03	-2.888E+01	 1.502E+00	-5.569E-01	-3.437E-02	 7.411E+01	 8.447E+01	 3.680E+02	-1.662E+03	 2.501E+03	-5.013E+00	 1.363E+00	 1.168E-01	-2.628E-02	 2.350E+02	 3.376E+00
   37.6000	 4.470E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 3.361E+02	 7.256E+00	 5.000E+00	 7.039E+02	 7.042E-02	 2.056E-02	 0.000E+00	 3.188E+02	-2.090E+03	-9.706E+02	 1.469E+02	 4.055E+01	-3.429E+03	 3.326E+02	-8.040E+02	-6.317E+01	 1.479E+02	 4.605E+01	-6.837E+03	-3.622E+03	 1.228E+04	-6.321E+01	 6.551E+01	 6.606E+01	 6.796E+01	-1.290E+03	 2.455E+03	-4.013E+00	 1.440E+00	 6.457E-02	-2.948E-02	 7.062E+01	-1.692E+02	 2.384E+02	 3.419E+03	 2.474E+03	-2.793E+01	 1.498E+00	-5.374E-01	-3.403E-02	 7.434E+01	 9.394E+01	 3.602E+02	-1.825E+03	 2.523E+03	-4.335E+00	 1.383E+00	 1.331E-01	-2.716E-02	 2.339E+02	 3.362E+00
   37.7000	 4.470E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 3.405E+02	 7.255E+00	 5.000E+00	 7.037E+02	 7.047E-02	 1.554E-02	 0.000E+00	 3.194E+02	-2.162E+03	-8.328E+02	 1.471E+02	 3.237E+01	-3.429E+03	 3.486E+02	-8.161E+02	-7.993E+01	 1.486E+02	 3.689E+01	-6.837E+03	-2.812E+03	 1.231E+04	-7.995E+01	 6.555E+01	 5.368E+01	 6.271E+01	-1.036E+03	 2.461E+03	-5.082E+00	 1.449E+00	 3.087E-02	-2.978E-02	 7.078E+01	-1.675E+02	 2.523E+02	 3.386E+03	 2.468E+03	-2.775E+01	 1.491E+00	-5.327E-01	-3.367E-02	 7.470E+01	 1.046E+02	 3.514E+02	-2.046E+03	 2.549E+03	-3.159E+00	 1.398E+00	 1.608E-01	-2.790E-02	 2.329E+02	 3.347E+00
   37.8000	 4.470E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 3.448E+02	 7.254E+00	 5.000E+00	 7.037E+02	 7.030E-02	 9.968E-03	 0.000E+00	 3.206E+02	-2.235E+03	-6.971E+02	 1.473E+02	 2.347E+01	-3.433E+03	 3.682E+02	-8.519E+02	-1.032E+02	 1.491E+02	 2.660E+01	-6.841E+03	-1.911E+03	 1.231E+04	-1.032E+02	 6.551E+01	 4.162E+01	 5.848E+01	-8.006E+02	 2.465E+03	-6.016E+00	 1.458E+00	 1.113E-03	-3.009E-02	 7.089E+01	-1.673E+02	 2.659E+02	 3.428E+03	 2.459E+03	-2.835E+01	 1.484E+00	-5.422E-01	-3.345E-02	 7.519E+01	 1.164E+02	 3.420E+02	-2.322E+03	 2.575E+03	-1.565E+00	 1.406E+00	 1.992E-01	-2.840E-02	 2.319E+02	 3.334E+00
   37.9000	 4.470E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 3.492E+02	 7.254E+00	 5.000E+00	 7.036E+02	 6.990E-02	 4.028E-03	 0.000E+00	 3.222E+02	-2.300E+03	-5.456E+02	 1.472E+02	 1.427E+01	-3.440E+03	 3.895E+02	-8.937E+02	-1.229E+02	 1.492E+02	 1.541E+01	-6.847E+03	-9.443E+02	 1.227E+04	-1.229E+02	 6.536E+01	 2.956E+01	 5.540E+01	-5.728E+02	 2.463E+03	-6.896E+00	 1.464E+00	-2.677E-02	-3.032E-02	 7.107E+01	-1.672E+02	 2.788E+02	 3.498E+03	 2.452E+03	-2.929E+01	 1.479E+00	-5.581E-01	-3.343E-02	 7.528E+01	 1.284E+02	 3.322E+02	-2.618E+03	 2.588E+03	 1.348E-01	 1.409E+00	 2.425E-01	-2.875E-02	 2.310E+02	 3.321E+00
   38.0000	 4.470E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 3.535E+02	 7.255E+00	 5.000E+00	 7.037E+02	 6.927E-02	-2.033E-03	 0.000E+00	 3.239E+02	-2.350E+03	-3.648E+02	 1.463E+02	 5.098E+00	-3.445E+03	 4.113E+02	-9.259E+02	-1.256E+02	 1.490E+02	 3.844E+00	-6.852E+03	 4.499E+01	 1.219E+04	-1.255E+02	 6.509E+01	 1.707E+01	 5.351E+01	-3.336E+02	 2.456E+03	-7.873E+00	 1.466E+00	-5.613E-02	-3.042E-02	 7.150E+01	-1.657E+02	 2.909E+02	 3.528E+03	 2.456E+03	-2.996E+01	 1.478E+00	-5.684E-01	-3.349E-02	 7.470E+01	 1.393E+02	 3.220E+02	-2.885E+03	 2.582E+03	 1.569E+00	 1.408E+00	 2.818E-01	-2.902E-02	 2.303E+02	 3.311E+00
   38.1000	 4.470E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 3.579E+02	 7.255E+00	 5.000E+00	 7.037E+02	 6.840E-02	-7.932E-03	 0.000E+00	 3.257E+02	-2.381E+03	-1.603E+02	 1.450E+02	-3.716E+00	-3.446E+03	 4.325E+02	-9.430E+02	-1.108E+02	 1.476E+02	-7.475E+00	-6.854E+03	 1.009E+03	 1.205E+04	-1.108E+02	 6.472E+01	 3.835E+00	 5.281E+01	-6.714E+01	 2.444E+03	-9.074E+00	 1.466E+00	-9.000E-02	-3.045E-02	 7.220E+01	-1.611E+02	 3.022E+02	 3.460E+03	 2.471E+03	-2.981E+01	 1.479E+00	-5.625E-01	-3.345E-02	 7.381E+01	 1.480E+02	 3.114E+02	-3.082E+03	 2.565E+03	 2.485E+00	 1.404E+00	 3.096E-01	-2.913E-02	 2.298E+02	 3.303E+00
